ID,Date,Customer,Gender,City,Distributors,Branch,Manager,Product,Category,Price,Cost,Qty,Total_Sales,cogs,Profit
88065565861,2020-01-01,Erik W Steffen,Male,Betavia,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,11,165,132,33
88065565862,2020-01-01,Ching D Applegate,Female,Beacon,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,23,20,60,1380,1200,180
88065565863,2020-01-01,Warren L Manion,Male,Choes,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,9,6,89,801,534,267
88065565864,2020-01-01,Celestine H Alderson,Female,Fulton,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,18,15,77,1386,1155,231
88065565865,2020-01-01,Tammi S Garret,Female,Geneva,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,68,1020,816,204
88065565866,2020-01-01,Tamesha I Knepper,Female,Elmira,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,15,225,180,45
88065565867,2020-01-01,Bernardina X Roesch,Female,Glen Cove,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,100,2000,1700,300
88065565868,2020-01-01,Mariano Y Kyles,Male,Glens Falls,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,3000,36000,27000,9000
88065565869,2020-01-01,Kristie E Jain,Female,Hornell ,Merle N Burrus,Uptown Store,Ben Frech,Boost,Alcoholic,13,10,5000,65000,50000,15000
88065565870,2020-01-01,Jeff E Lucero,Male,Hudson,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,300,4500,3600,900
88065565871,2020-01-01,Leanna X Tibbetts,Female,Johnstown,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,14,11,2000,28000,22000,6000
88065565872,2020-01-01,Robbie N Heckman,Female,Kingston,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,30,27,600,18000,16200,1800
88065565873,2020-01-01,Bernard N Weatherly,Male,Little Falls,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,16,13,1230,19680,15990,3690
88065565874,2020-01-01,Cordia M Knopp,Female,Auburn,Twanna Y Manges,Uptown Store,Drek Yassi,Cazadores Tequila,Alcoholic,9,6,900,8100,5400,2700
88065565875,2020-01-01,Burton C Jin,Male,Betavia,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,5,2,2390,11950,4780,7170
88065565876,2020-01-01,Lauren O Guzzi,Male,Middletown,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,18,15,10000,180000,150000,30000
88065565877,2020-01-01,Carter C Hunt,Male,Mount,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,10,7,2300,23000,16100,6900
88065565878,2020-01-01,Isaiah Y Magwood,Male,New York,Twanna Y Manges,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,20,17,7800,156000,132600,23400
88065565879,2020-01-01,Hugh N Chavira,Male,Geneva,Reatha Q Breazeale,Main Street,Drek Yassi,Boost,Alcoholic,70,67,450,31500,30150,1350
88065565880,2020-01-01,Lucius C Moorhead,Male,Elmira,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,15,12,2000,30000,24000,6000
88065565881,2020-01-01,Deane I Keown,Female,Glen Cove,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,123,1845,1476,369
88065565882,2020-01-01,Joannie E Wolters,Female,Glens Falls,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Non Alcoholic,15,12,12903,193545,154836,38709
88065565883,2020-01-01,Christene L Mccaleb,Female,Hornell ,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Alcoholic,20,17,100000,2000000,1700000,300000
88065565884,2020-01-01,Alline V Kushner,Female,Hudson,Antone E Angel,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,12,9,12000,144000,108000,36000
88065565885,2020-01-01,Vicki Y Hargrave,Female,Johnstown,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,13,10,60,780,600,180
88065565886,2020-01-01,Bernard N Weatherly,Male,Little Falls,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,15,12,89,1335,1068,267
88065565887,2020-01-01,Cordia M Knopp,Female,Auburn,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,14,11,77,1078,847,231
88065565888,2020-01-01,Burton C Jin,Male,Betavia,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,30,27,68,2040,1836,204
88065565889,2020-01-01,Lauren O Guzzi,Male,Middletown,Merle N Burrus,Uptown Store,Ben Frech,Boost,Alcoholic,16,13,15,240,195,45
88065565890,2020-01-01,Carter C Hunt,Male,Mount,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,9,6,47,423,282,141
88065565891,2020-01-01,Isaiah Y Magwood,Male,New York,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,5,2,6,30,12,18
88065565892,2020-01-01,Hugh N Chavira,Male,Geneva,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,18,15,10,180,150,30
88065565893,2020-01-01,Lucius C Moorhead,Male,Elmira,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Alcoholic,10,7,11,110,77,33
88065565894,2020-01-01,Deane I Keown,Female,Glen Cove,Twanna Y Manges,Uptown Store,Drek Yassi,Cazadores Tequila,Alcoholic,20,17,60,1200,1020,180
88065565895,2020-01-01,Joannie E Wolters,Female,Glens Falls,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,70,67,89,6230,5963,267
88065565896,2020-01-01,Christene L Mccaleb,Female,Hornell ,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Non Alcoholic,15,12,77,1155,924,231
88065565897,2020-01-01,Alline V Kushner,Female,Hudson,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,15,12,68,1020,816,204
88065565898,2020-01-01,Vicki Y Hargrave,Female,Johnstown,Twanna Y Manges,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,15,225,180,45
88065565899,2020-01-01,Bernard N Weatherly,Male,Little Falls,Reatha Q Breazeale,Main Street,Drek Yassi,Boost,Alcoholic,20,17,100,2000,1700,300
88065565900,2020-01-01,Cordia M Knopp,Female,Auburn,Twanna Y Manges,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,12,9,3000,36000,27000,9000
88065565901,2020-01-01,Burton C Jin,Male,Betavia,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,13,10,5000,65000,50000,15000
88065565902,2020-01-01,Lauren O Guzzi,Male,Middletown,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Non Alcoholic,15,12,300,4500,3600,900
88065565903,2020-01-01,Carter C Hunt,Male,Mount,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Alcoholic,14,11,2000,28000,22000,6000
88065565904,2020-01-01,Isaiah Y Magwood,Male,New York,Twanna Y Manges,Uptown Store,Drek Yassi,Cazadores Tequila,Alcoholic,30,27,600,18000,16200,1800
88065565905,2020-01-01,Hugh N Chavira,Male,Geneva,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,16,13,1230,19680,15990,3690
88065565906,2020-01-01,Lucius C Moorhead,Male,Elmira,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,9,6,900,8100,5400,2700
88065565907,2020-01-01,Deane I Keown,Female,Glen Cove,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,5,2,2390,11950,4780,7170
88065565908,2020-01-01,Joannie E Wolters,Female,Glens Falls,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,10000,180000,150000,30000
88065565909,2020-01-01,Christene L Mccaleb,Female,Hornell ,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,10,7,2300,23000,16100,6900
88065565910,2020-01-01,Alline V Kushner,Female,Hudson,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,7800,156000,132600,23400
88065565911,2020-01-01,Vicki Y Hargrave,Female,Johnstown,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,70,67,450,31500,30150,1350
88065565912,2020-01-01,Mary Y Tate,Male,New York,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,15,12,2000,30000,24000,6000
88065565913,2020-01-01,Abe J Macleod,Male,Syracuse,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Alcoholic,20,17,123,2460,2091,369
88065565914,2020-01-01,Evon Q Lawson,Female,Kingston,Twanna Y Manges,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,12,9,12903,154836,116127,38709
88065565915,2020-01-01,Jerlene P Dunnigan,Female,Watertown,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,10,7,100000,1000000,700000,300000
88065565916,2020-01-01,Bobbie X Schoenrock,Male,Watervliet,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,12000,180000,144000,36000
88065565917,2020-01-01,Mike A Waddington,Male,Yakers,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,60,900,720,180
88065565918,2020-01-01,Nigel K Wadsworth,Male,New York,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,89,1780,1513,267
88065565919,2020-01-01,Hayden E Novack,Male,Hempstead,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,12,9,77,924,693,231
88065565920,2020-01-01,Voncile P Trojanowski,Female,New York,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,13,10,68,884,680,204
88065565921,2020-01-01,Roberto U Derry,Female,New York,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,15,225,180,45
88065565922,2020-01-01,Tona S Huseby,Female,Babylon,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,14,11,47,658,517,141
88065565923,2020-01-01,Londa T Maya,Female,Beacon,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,30,27,6,180,162,18
88065565924,2020-01-01,Jocelyn Q Scotti,Female,New York,Twanna Y Manges,Uptown Store,Drek Yassi,Cazadores Tequila,Alcoholic,16,13,10,160,130,30
88065565925,2020-01-01,Mary Y Tate,Male,New York,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,9,6,11,99,66,33
88065565926,2020-01-01,Abe J Macleod,Male,Syracuse,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,5,2,60,300,120,180
88065565927,2020-01-01,Evon Q Lawson,Female,Kingston,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,18,15,89,1602,1335,267
88065565928,2020-01-01,Jerlene P Dunnigan,Female,Watertown,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,10,7,77,770,539,231
88065565929,2020-01-01,Bobbie X Schoenrock,Male,Watervliet,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Alcoholic,20,17,68,1360,1156,204
88065565930,2020-01-01,Mike A Waddington,Male,Yakers,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,70,67,15,1050,1005,45
88065565931,2020-01-01,Nigel K Wadsworth,Male,New York,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,100,1500,1200,300
88065565932,2020-01-01,Hayden E Novack,Male,Hempstead,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,12,9,3000,36000,27000,9000
88065565933,2020-01-01,Voncile P Trojanowski,Female,New York,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,18,15,5000,90000,75000,15000
88065565934,2020-01-01,Roberto U Derry,Female,New York,Twanna Y Manges,Uptown Store,Drek Yassi,Cazadores Tequila,Alcoholic,23,20,300,6900,6000,900
88065565935,2020-01-01,Tona S Huseby,Female,Babylon,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,9,6,2000,18000,12000,6000
88065565936,2020-01-01,Londa T Maya,Female,Beacon,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,18,15,600,10800,9000,1800
88065565937,2020-01-01,Jocelyn Q Scotti,Female,New York,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,52,49,1230,63960,60270,3690
88065565938,2020-01-01,Mary Y Tate,Male,New York,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,9,6,900,8100,5400,2700
88065565939,2020-01-01,Abe J Macleod,Male,Syracuse,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Alcoholic,5,2,2390,11950,4780,7170
88065565940,2020-01-01,Evon Q Lawson,Female,Kingston,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,14,11,10000,140000,110000,30000
88065565941,2020-01-01,Jerlene P Dunnigan,Female,Watertown,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,6,3,2300,13800,6900,6900
88065565942,2020-01-01,Bobbie X Schoenrock,Male,Watervliet,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,10,7,7800,78000,54600,23400
88065565943,2020-01-01,Mike A Waddington,Male,Yakers,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,13,10,450,5850,4500,1350
88065565944,2020-01-01,Nigel K Wadsworth,Male,New York,Antone E Angel,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,20,17,2000,40000,34000,6000
88065565945,2020-01-01,Hayden E Novack,Male,Hempstead,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,123,1845,1476,369
88065565946,2020-01-01,Voncile P Trojanowski,Female,New York,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Non Alcoholic,20,17,12903,258060,219351,38709
88065565947,2020-01-01,Roberto U Derry,Female,New York,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,12,9,100000,1200000,900000,300000
88065565948,2020-01-01,Tona S Huseby,Female,Babylon,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,16,13,12000,192000,156000,36000
88065565949,2020-01-01,Londa T Maya,Female,Beacon,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Alcoholic,70,67,60,4200,4020,180
88065565950,2020-01-01,Jocelyn Q Scotti,Female,New York,Twanna Y Manges,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,15,12,89,1335,1068,267
88065565951,2020-01-01,Mary Y Tate,Male,New York,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,16,13,77,1232,1001,231
88065565952,2020-01-01,Abe J Macleod,Male,Syracuse,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,20,17,68,1360,1156,204
88065565953,2020-01-01,Evon Q Lawson,Female,Kingston,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,12,9,15,180,135,45
88065565954,2020-01-01,Jerlene P Dunnigan,Female,Watertown,Twanna Y Manges,Uptown Store,Drek Yassi,Cazadores Tequila,Alcoholic,12,9,47,564,423,141
88065565955,2020-01-01,Bobbie X Schoenrock,Male,Watervliet,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,18,15,6,108,90,18
88065565956,2020-01-01,Mike A Waddington,Male,Yakers,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,10,7,10,100,70,30
88065565957,2020-01-01,Nigel K Wadsworth,Male,New York,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,15,12,11,165,132,33
88065565958,2020-08-05,Hayden E Novack,Male,Hempstead,Twanna Y Manges,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,60,900,720,180
88065565959,2019-08-09,Voncile P Trojanowski,Female,New York,Reatha Q Breazeale,Main Street,Drek Yassi,Boost,Alcoholic,23,20,89,2047,1780,267
88065565960,2019-08-08,Roberto U Derry,Female,New York,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,9,6,77,693,462,231
88065565961,2019-08-08,Tona S Huseby,Female,Babylon,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,18,15,68,1224,1020,204
88065565962,2019-08-09,Londa T Maya,Female,Beacon,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Non Alcoholic,14,11,15,210,165,45
88065565963,2019-08-10,Jocelyn Q Scotti,Female,New York,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Alcoholic,30,27,100,3000,2700,300
88065565964,2019-08-11,Mary Y Tate,Male,New York,Antone E Angel,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,16,13,3000,48000,39000,9000
88065565965,2019-08-12,Abe J Macleod,Male,Syracuse,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,52,49,5000,260000,245000,15000
88065565966,2019-08-13,Evon Q Lawson,Female,Kingston,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,14,11,300,4200,3300,900
88065565967,2019-08-14,Jerlene P Dunnigan,Female,Watertown,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,6,3,2000,12000,6000,6000
88065565968,2019-08-15,Bobbie X Schoenrock,Male,Watervliet,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,13,10,600,7800,6000,1800
88065565969,2019-08-19,Mike A Waddington,Male,Yakers,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Alcoholic,15,12,1230,18450,14760,3690
88065565970,2019-08-18,Nigel K Wadsworth,Male,New York,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,20,17,900,18000,15300,2700
88065565971,2019-08-18,Hayden E Novack,Male,Hempstead,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,12,9,2390,28680,21510,7170
88065565972,2019-08-19,Voncile P Trojanowski,Female,New York,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,16,13,10000,160000,130000,30000
88065565973,2019-08-20,Roberto U Derry,Female,New York,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,20,17,2300,46000,39100,6900
88065565974,2019-08-21,Tona S Huseby,Female,Babylon,Antone E Angel,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,12,9,7800,93600,70200,23400
88065565975,2019-08-22,Londa T Maya,Female,Beacon,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,10,7,450,4500,3150,1350
88065565976,2019-08-23,Jocelyn Q Scotti,Female,New York,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,15,12,2000,30000,24000,6000
88065565977,2019-08-01,Orval Q Schlesinger,Male,Watertown,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,15,12,123,1845,1476,369
88065565978,2019-08-02,Elois Z Ono,Female,Watervliet,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,20,17,12903,258060,219351,38709
88065565979,2019-08-03,Andreas L Kennard,Male,Yakers,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Alcoholic,12,9,100000,1200000,900000,300000
88065565980,2019-08-04,Randee X Blunt,Female,New York,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,13,10,12000,156000,120000,36000
88065565981,2019-08-05,Chester N Sitz,Male,Hempstead,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,60,900,720,180
88065565982,2019-08-09,Allyson I Ours,Female,Brookhaven,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,14,11,89,1246,979,267
88065565983,2019-08-08,Marlana W Zak,Female,Islip,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,30,27,77,2310,2079,231
88065565984,2019-08-08,Shanti P Brinegar,Female,Babylon,Antone E Angel,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,16,13,68,1088,884,204
88065565985,2019-08-09,Valentin T Dearborn,Male,Albany,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,9,6,15,135,90,45
88065565986,2019-08-10,Stanton Y Cavallaro,Male,Auburn,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,5,2,47,235,94,141
88065565987,2019-08-11,Adelaide L Harrop,Female,Betavia,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,18,15,6,108,90,18
88065565988,2019-08-12,Vonda U Mckinnis,Female,Beacon,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,10,7,10,100,70,30
88065565989,2019-08-13,Graham O Romeo,Male,Elmira,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Alcoholic,20,17,11,220,187,33
88065565990,2019-08-14,Bert Q Lauritzen,Male,Glen Cove,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,70,67,60,4200,4020,180
88065565991,2019-08-15,Bryce B Edens,Male,New York,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,89,1335,1068,267
88065565992,2019-08-19,Leonia Y Derosier,Female,Hempstead,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,12,9,77,924,693,231
88065565993,2019-08-18,Jesus H Guillen,Male,Brookhaven,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,18,15,68,1224,1020,204
88065565994,2019-08-18,Sammy C Holtzclaw,Male,Glen Cove,Antone E Angel,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,23,20,15,345,300,45
88065565995,2019-08-19,Irving C Pillar,Male,Glens Falls,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,9,6,100,900,600,300
88065565996,2019-08-20,Amiee Z Chaffins,Female,Hornell ,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,18,15,3000,54000,45000,9000
88065565997,2019-08-21,Carolina B Pasillas,Female,Hudson,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,52,49,5000,260000,245000,15000
88065565998,2019-08-22,Stasia L Daley,Female,Johnstown,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,9,6,300,2700,1800,900
88065565999,2019-08-23,Kimberlee J Hawkins,Female,Kingston,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Alcoholic,5,2,2000,10000,4000,6000
88065566000,2019-08-24,Valencia M Cuffee,Female,Little Falls,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,14,11,600,8400,6600,1800
88065566001,2019-08-25,Gavin V Mckillip,Male,Lockport,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,6,3,1230,7380,3690,3690
88065566002,2019-08-29,Veronica I Mower,Female,Long Beach,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,10,7,900,9000,6300,2700
88065566003,2019-08-28,Efren G Ager,Male,Middletown,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,13,10,2390,31070,23900,7170
88065566004,2019-08-28,Christoper K Manzano,Male,Mount,Antone E Angel,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,20,17,10000,200000,170000,30000
88065566005,2019-08-29,Jayson S Carrol,Male,New York,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,2300,34500,27600,6900
88065566006,2019-08-30,Alexis C Amaral,Male,Salamanca,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,20,17,7800,156000,132600,23400
88065566007,2019-08-31,Carter B Hilderbrand,Male,Springs,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,12,9,450,5400,4050,1350
88065566008,2019-08-01,Adelia U Villagomez,Female,Sherrill,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,16,13,2000,32000,26000,6000
88065566009,2019-08-02,Silas J Wojcik,Male,Syracuse,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Alcoholic,70,67,123,8610,8241,369
88065566010,2019-08-03,Sheila F Bergman,Female,Troy,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,15,12,12903,193545,154836,38709
88065566011,2019-08-04,Korey U Eddington,Male,Olean,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,16,13,100000,1600000,1300000,300000
88065566012,2019-08-05,Brenton U Boyett,Male,Peekskill,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,20,17,12000,240000,204000,36000
88065566013,2019-08-09,Debrah X Flury,Female,Port Jervis,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,12,9,60,720,540,180
88065566014,2019-08-08,Min X Buckmaster,Female,Kingston,Antone E Angel,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,12,9,89,1068,801,267
88065566015,2019-08-08,Ramona V Hemphill,Female,Little Falls,Merle N Burrus,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,18,15,77,1386,1155,231
88065566016,2019-08-09,Misti H Mendenhall,Female,Lockport,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,10,7,68,680,476,204
88065566017,2019-08-10,Lemuel V Darden,Male,Long Beach,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,15,12,15,225,180,45
88065566018,2019-08-11,Ellis J Mccune,Male,Middletown,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,47,705,564,141
88065566019,2019-08-12,Stacey H Galante,Male,Watervliet,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Alcoholic,23,20,6,138,120,18
88065566020,2019-08-13,Jaquelyn C Holzman,Female,Yakers,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,9,6,10,90,60,30
88065566021,2019-08-14,Marcellus H Macintyre,Male,New York,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,11,198,165,33
88065566022,2019-01-01,Toney O Gentle,Male,Hempstead,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,14,11,60,840,660,180
88065566023,2019-01-02,Sam E Lacey,Male,New York,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Alcoholic,30,27,89,2670,2403,267
88065566024,2019-01-03,Arden B Fujita,Male,Hempstead,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,16,13,77,1232,1001,231
88065566025,2019-01-04,Linsey P Orsini,Female,Brookhaven,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,52,49,68,3536,3332,204
88065566026,2019-01-05,Ruby B Hare,Female,Islip,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,14,11,15,210,165,45
88065566027,2019-01-06,Thomas H Huang,Male,Babylon,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,6,3,100,600,300,300
88065566028,2019-01-07,Davida A Funkhouser,Female,Albany,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,13,10,3000,39000,30000,9000
