ID,Date,Customer,Gender,City,Sales_Rep,Store,Supervisor,Manager,Product,Category,Price,Cost,Qty,Total_Sales,COGS,Gross_Profit,Column2,Month
88065566320,44094,Gwyn E Etzel,Female,Yakers,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,5,50,35,15,9,August
88065566321,44094,Ressie I Goodwyn,Female,Albany,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Oliver Cromwell,Alcoholic,52,49,2,104,98,6,9,August
88065566322,44095,Colton B Salzman,Male,Auburn,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Boost,Non Alcoholic,9,6,5,45,30,15,9,August
88065566323,44096,Marylynn G Ealey,Female,Betavia,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Cel Ray,Non Alcoholic,5,2,14,70,28,42,9,August
88065566324,44097,Reanna I Hampton,Female,Port Jervis,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Oliver Cromwell,Alcoholic,14,11,7,98,77,21,9,August
88065566325,44098,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Boost,Alcoholic,6,3,15,90,45,45,9,August
88065566326,44099,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Cel Ray,Non Alcoholic,10,7,3,30,21,9,9,August
88065566327,44103,Neil V Gebhard,Male,Geneva,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Oliver Cromwell,Alcoholic,13,10,6,78,60,18,9,August
88065566328,44102,Kermit L Mcphail,Male,Elmira,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Boost,Non Alcoholic,20,17,10,200,170,30,9,August
88065566329,44102,Julio P Dockery,Female,Glen Cove,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Cel Ray,Alcoholic,15,12,11,165,132,33,9,August
88065566330,44103,Tressa Q Standard,Female,Glens Falls,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Cazadores Tequila,Alcoholic,20,17,3,60,51,9,9,August
88065566331,44104,Dwayne W Marker,Male,Hornell ,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Benchmark Bourbon,Alcoholic,12,9,1,12,9,3,9,August
88065566332,44044,Ayako L Bachmann,Female,Hudson,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Janie Stewart,Alcoholic,16,13,1,16,13,3,8,Sept
88065566333,44045,Salena I Santillan,Female,Johnstown,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Date Shake,Non Alcoholic,70,67,1,70,67,3,8,Sept
88065566334,44046,Nelson O Dubuc,Male,Kingston,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Dr. Enuf,Non Alcoholic,15,12,3,45,36,9,8,Sept
88065566335,44047,Lincoln D Demaria,Male,Little Falls,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Janie Stewart,Alcoholic,16,13,4,64,52,12,8,Sept
88065566336,44048,Eleonora S Pollard,Female,Lockport,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,5,100,85,15,8,Sept
88065566337,44052,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Uv Blue,Alcoholic,12,9,6,72,54,18,8,Sept
88065566338,44051,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Dr. Nut,Non Alcoholic,12,9,7,84,63,21,8,Sept
88065566339,44051,Carmelia E Bergeron,Female,Little Falls,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Egg Cream,Non Alcoholic,18,15,11,198,165,33,8,Sept
88065566340,44052,Sherise C Bledsoe,Female,New York,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Burnett's,Alcoholic,10,7,2,20,14,6,8,Sept
88065566341,44053,Chase J Paradise,Male,Newburgh,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Smirnoff,Alcoholic,15,12,3,45,36,9,8,Sept
88065566342,44054,Ernestine E Fludd,Female,Olean,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Fireball,Alcoholic,15,12,5,75,60,15,8,Sept
88065566343,44055,Fernando S Korhonen,Male,Peekskill,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Faygo,Non Alcoholic,23,20,2,46,40,6,8,Sept
88065566344,44056,Shanti F Quirion,Female,Port Jervis,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Green River,Non Alcoholic,9,6,9,81,54,27,8,Sept
88065566345,44057,Dovie U Nickerson,Female,Poughkeepsie,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Ironport,Non Alcoholic,18,15,6,108,90,18,8,Sept
88065566346,44058,Lacy Q Deshotel,Male,Rye ,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Suedka,Alcoholic,14,11,9,126,99,27,8,Sept
88065566347,44062,Leslie I Stolte,Male,Rome,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Apple Beer,Alcoholic,30,27,10,300,270,30,8,Sept
88065566348,44061,Valene R Yost,Female,Rochester,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Birch Beer,Alcoholic,16,13,3,48,39,9,8,Sept
88065566349,44061,Earlean Y Funke,Female,Salamanca,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Oliver Cromwell,Alcoholic,52,49,4,208,196,12,8,Sept
88065566350,44062,Eloise Z Demoss,Female,Springs,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Degrees Vodka,Alcoholic,14,11,5,70,55,15,8,Sept
88065566351,44063,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,St. Amdr Cabernet,Alcoholic,6,3,6,36,18,18,8,Sept
88065566352,44064,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Nake Turtle,Alcoholic,13,10,3,39,30,9,8,Sept
88065566353,44065,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Gallo XO,Alcoholic,15,12,7,105,84,21,8,Sept
88065566354,44066,Keven F Bingham,Male,Watertown,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Cazadores Tequila,Alcoholic,20,17,5,100,85,15,8,Sept
88065566355,44067,Magaly U Mcneel,Female,Watervliet,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Benchmark Bourbon,Alcoholic,12,9,8,96,72,24,8,Sept
88065566356,44068,Mika J Rodriquez,Female,Yakers,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Janie Stewart,Alcoholic,16,13,9,144,117,27,8,Sept
88065566357,44072,Freddy A Rolling,Male,New York,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,2,40,34,6,8,Sept
88065566358,44071,Morgan O Carriere,Female,Hempstead,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Uv Blue,Alcoholic,12,9,5,60,45,15,8,Sept
88065566359,44071,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Burnett's,Alcoholic,10,7,7,70,49,21,8,Sept
88065566360,44072,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Smirnoff,Alcoholic,15,12,7,105,84,21,8,Sept
88065566361,44073,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Fireball,Alcoholic,15,12,15,225,180,45,8,Sept
88065566362,44074,Junita Y Huhn,Female,Albany,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Jose Cuervo,Alcoholic,20,17,3,60,51,9,8,Sept
88065566363,44044,Keira Y Till,Female,Auburn,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Agavales,Alcoholic,12,9,6,72,54,18,8,Sept
88065566364,44045,Mickey E Hentges,Male,Betavia,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Pinnacle,Alcoholic,13,10,10,130,100,30,8,Sept
88065566365,44046,Phil G Czarnecki,Male,Beacon,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Bacardi Rum,Alcoholic,15,12,11,165,132,33,8,Sept
88065566366,44047,Glenn N Vinyard,Male,Elmira,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Suedka,Alcoholic,14,11,3,42,33,9,8,Sept
88065566367,44048,Federico B Edmond,Male,Glen Cove,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Apple Beer,Alcoholic,30,27,1,30,27,3,8,Sept
88065566368,44052,Lucas P Funes,Male,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Birch Beer,Alcoholic,16,13,1,16,13,3,8,Sept
88065566369,44051,Alden Y Cauley,Male,Hempstead,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Boost,Non Alcoholic,9,6,1,9,6,3,8,Sept
88065566370,44051,Reanna I Hampton,Female,Port Jervis,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Cel Ray,Non Alcoholic,5,2,3,15,6,9,8,Sept
88065566371,44052,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Cheerwine,Non Alcoholic,18,15,4,72,60,12,8,Sept
88065566372,44053,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,5,50,35,15,8,Sept
88065566373,44054,Giuseppina N Dagostino,Female,Hornell ,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,6,120,102,18,8,Sept
88065566374,44055,Danilo S Hammes,Male,Hudson,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Date Shake,Non Alcoholic,70,67,7,490,469,21,8,Sept
88065566375,44056,Clotilde X Mason,Female,Johnstown,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,11,165,132,33,8,Sept
88065566376,44057,Petrina B Dampier,Female,Kingston,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,2,24,18,6,8,Sept
88065566377,44058,Philip X Trinidad,Male,Little Falls,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Egg Cream,Non Alcoholic,18,15,3,54,45,9,8,Sept
88065566378,44062,Sixta H Jo,Female,Lockport,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Faygo,Non Alcoholic,23,20,5,115,100,15,8,Sept
88065566379,44061,Mose O Brucker,Male,Long Beach,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Green River,Non Alcoholic,9,6,2,18,12,6,8,Sept
88065566380,44061,Andrew P Detweiler,Male,Middletown,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Ironport,Non Alcoholic,18,15,1,18,15,3,8,Sept
88065566381,44062,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Oliver Cromwell,Alcoholic,52,49,6,312,294,18,8,Sept
88065566382,44063,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Boost,Non Alcoholic,9,6,9,81,54,27,8,Sept
88065566383,44064,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Cel Ray,Non Alcoholic,5,2,10,50,20,30,8,Sept
88065566384,44065,Judith D Gourdine,Female,Springs,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Degrees Vodka,Alcoholic,14,11,3,42,33,9,8,Sept
88065566385,44066,Beatrice T Coen,Female,Sherrill,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,4,24,12,12,8,Sept
88065566386,44067,Terra D Routh,Female,Syracuse,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,5,50,35,15,8,Sept
88065566387,44068,Suzette F Lovejoy,Female,Troy,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Nake Turtle,Alcoholic,13,10,6,78,60,18,8,Sept
88065566388,44072,Jolanda L Dewees,Female,Olean,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,3,60,51,9,8,Sept
88065566389,44071,Dwain O Upham,Male,Peekskill,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Gallo XO,Alcoholic,15,12,7,105,84,21,8,Sept
88065566390,44071,Alise O Baltzell,Female,Port Jervis,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,5,100,85,15,8,Sept
88065566391,44072,Hal K Kells,Male,Kingston,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,8,96,72,24,8,Sept
88065566392,44073,Reanna I Hampton,Female,Port Jervis,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Janie Stewart,Alcoholic,16,13,9,144,117,27,8,Sept
88065566393,44074,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Date Shake,Non Alcoholic,70,67,2,140,134,6,8,Sept
88065566394,44075,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,5,75,60,15,9,August
88065566395,44076,Jordan D Phu,Male,Middletown,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Janie Stewart,Alcoholic,16,13,7,112,91,21,9,August
88065566396,44077,Mac V Lineberry,Male,Watervliet,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,7,140,119,21,9,August
88065566397,44078,Mina P Shotwell,Female,Yakers,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Uv Blue,Alcoholic,12,9,15,180,135,45,9,August
88065566398,44079,Doyle N Utter,Male,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,3,36,27,9,9,August
88065566399,44083,Tyler D Galindo,Male,Hempstead,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Egg Cream,Non Alcoholic,18,15,6,108,90,18,9,August
88065566400,44082,Lizzette G Moyle,Female,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Burnett's,Alcoholic,10,7,10,100,70,30,9,August
88065566401,44082,Heath K Fell,Male,Hempstead,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Smirnoff,Alcoholic,15,12,11,165,132,33,9,August
88065566402,44083,Meryl I Nau,Female,Brookhaven,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Fireball,Alcoholic,15,12,3,45,36,9,9,August
88065566403,44084,Terrell J Leader,Male,Islip,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Faygo,Non Alcoholic,23,20,1,23,20,3,9,August
88065566404,44085,Cameron A Chamberland,Male,Babylon,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Green River,Non Alcoholic,9,6,1,9,6,3,9,August
88065566405,44086,Jarred C Class,Male,Albany,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Ironport,Non Alcoholic,18,15,1,18,15,3,9,August
88065566406,44087,Maxwell H Azevedo,Male,Auburn,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Suedka,Alcoholic,14,11,3,42,33,9,9,August
88065566407,44088,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Apple Beer,Alcoholic,30,27,4,120,108,12,9,August
88065566408,44089,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Birch Beer,Alcoholic,16,13,5,80,65,15,9,August
88065566409,44093,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Oliver Cromwell,Alcoholic,52,49,6,312,294,18,9,August
88065566410,44092,Millicent G Mangan,Female,Fulton,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Degrees Vodka,Alcoholic,14,11,7,98,77,21,9,August
88065566411,44092,Bernard A Harbert,Male,Geneva,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,11,66,33,33,9,August
88065566412,44093,Steven B Daigneault,Male,Elmira,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Nake Turtle,Alcoholic,13,10,2,26,20,6,9,August
88065566413,44094,Oren M Mcnabb,Male,Glen Cove,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Gallo XO,Alcoholic,15,12,3,45,36,9,9,August
88065566414,44095,Susana H Hooks,Female,Glens Falls,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,5,100,85,15,9,August
88065566415,44096,Cedrick K Engelhardt,Male,Hornell ,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,2,24,18,6,9,August
88065566416,44097,Rich Q Rehberg,Male,Hudson,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Janie Stewart,Alcoholic,16,13,1,16,13,3,9,August
88065566417,44098,Zachary S Velasquez,Male,Johnstown,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,6,120,102,18,9,August
88065566418,44099,Garrett S Nolette,Male,Kingston,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Uv Blue,Alcoholic,12,9,9,108,81,27,9,August
88065566419,44103,Antone W Polston,Male,Little Falls,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Burnett's,Alcoholic,10,7,10,100,70,30,9,August
88065566420,44102,Isreal F Metoyer,Male,Lockport,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Smirnoff,Alcoholic,15,12,3,45,36,9,9,August
88065566421,44102,Cyndy H Ary,Female,Long Beach,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Fireball,Alcoholic,15,12,4,60,48,12,9,August
88065566422,44103,Buck H Rancourt,Male,Middletown,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Jose Cuervo,Alcoholic,20,17,5,100,85,15,9,August
88065566423,44104,Arlen M Joly,Male,Mount,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Agavales,Alcoholic,12,9,6,72,54,18,9,August
88065566424,44094,Jerome P Whitefield,Male,New York,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Pinnacle,Alcoholic,13,10,3,39,30,9,9,August
88065566425,44095,Rafaela N Madrid,Female,Newburgh,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Bacardi Rum,Alcoholic,15,12,7,105,84,21,9,August
88065566426,44096,Tiny Q Llanos,Female,Olean,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Suedka,Alcoholic,14,11,5,70,55,15,9,August
88065566427,44097,Jc S Meyers,Male,Peekskill,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Apple Beer,Alcoholic,30,27,8,240,216,24,9,August
88065566428,44098,Reanna I Hampton,Female,Port Jervis,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Birch Beer,Alcoholic,16,13,9,144,117,27,9,August
88065566429,44099,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Boost,Non Alcoholic,9,6,2,18,12,6,9,August
88065566430,44103,Carmelia E Bergeron,Female,Little Falls,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Cel Ray,Non Alcoholic,5,2,5,25,10,15,9,August
88065566431,44102,Hui E Bizzell,Female,Rome,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Cheerwine,Non Alcoholic,18,15,7,126,105,21,9,August
88065566432,44102,Ronnie H Upton,Male,Rochester,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Chicory Coffee,Non Alcoholic,10,7,7,70,49,21,9,August
88065566433,44103,Cleveland W Franko,Male,Salamanca,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Coffee Milk,Non Alcoholic,20,17,15,300,255,45,9,August
88065566434,44104,Marcella Z Mapp,Female,Springs,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Date Shake,Non Alcoholic,70,67,3,210,201,9,9,August
88065566435,44044,Alease Y Lander,Female,Sherrill,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Dr. Enuf,Non Alcoholic,15,12,6,90,72,18,8,Sept
88065566436,44045,Carrol O Arend,Male,Syracuse,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Dr. Nut,Non Alcoholic,12,9,10,120,90,30,8,Sept
88065566437,44046,Lyn Q Tso,Female,Troy,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Egg Cream,Non Alcoholic,18,15,11,198,165,33,8,Sept
88065566438,44047,Lottie G Bonin,Female,Watertown,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Faygo,Non Alcoholic,23,20,3,69,60,9,8,Sept
88065566439,44048,Jong U Borchers,Female,Watervliet,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Green River,Non Alcoholic,9,6,1,9,6,3,8,Sept
88065566440,44052,Reanna I Hampton,Female,Port Jervis,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Ironport,Non Alcoholic,18,15,1,18,15,3,8,Sept
88065566441,44051,Micaela N Buker,Female,New York,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Oliver Cromwell,Alcoholic,52,49,1,52,49,3,8,Sept
88065566442,44051,Carmelia E Bergeron,Female,Little Falls,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Boost,Non Alcoholic,9,6,3,27,18,9,8,Sept
88065566443,44052,Jamaal Z Resto,Male,Brookhaven,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Cel Ray,Non Alcoholic,5,2,4,20,8,12,8,Sept
88065566444,44053,Barrie E Collman,Female,Islip,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Degrees Vodka,Alcoholic,14,11,5,70,55,15,8,Sept
88065566445,44054,Alphonso U Laffoon,Male,Babylon,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,St. Amdr Cabernet,Alcoholic,6,3,6,36,18,18,8,Sept
88065566446,44055,Pansy F Duchesne,Female,Albany,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Chicory Coffee,Non Alcoholic,10,7,7,70,49,21,8,Sept
88065566447,44056,Karisa B Glidewell,Female,Auburn,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Nake Turtle,Alcoholic,13,10,11,143,110,33,8,Sept
88065566448,44057,Lia J Liner,Female,Betavia,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Coffee Milk,Non Alcoholic,20,17,2,40,34,6,8,Sept
88065566449,44058,Dudley G Slocum,Male,Beacon,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Gallo XO,Alcoholic,15,12,3,45,36,9,8,Sept
88065566450,44062,Emma X Monti,Female,Elmira,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Cazadores Tequila,Alcoholic,20,17,5,100,85,15,8,Sept
88065566451,44061,Elias Y Pinkard,Male,Glen Cove,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Benchmark Bourbon,Alcoholic,12,9,2,24,18,6,8,Sept
88065566452,44061,Morgan V Leonetti,Male,New York,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Janie Stewart,Alcoholic,16,13,1,16,13,3,8,Sept
88065566453,44062,Doyle T Grindstaff,Male,Hempstead,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Date Shake,Non Alcoholic,70,67,6,420,402,18,8,Sept
88065566454,44063,Robert C Ancheta,Female,Brookhaven,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Dr. Enuf,Non Alcoholic,15,12,9,135,108,27,8,Sept
88065566455,44064,Cole M Dellinger,Male,Glen Cove,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Janie Stewart,Alcoholic,16,13,10,160,130,30,8,Sept
88065566456,44065,Tony E Keough,Female,Glens Falls,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,3,60,51,9,8,Sept
88065566457,44066,Dulce E Grizzard,Female,Hornell ,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Uv Blue,Alcoholic,12,9,4,48,36,12,8,Sept
88065566458,44067,Devin U Hales,Male,Hudson,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Dr. Nut,Non Alcoholic,12,9,5,60,45,15,8,Sept
88065566459,44068,Leif Y Harness,Male,Johnstown,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Egg Cream,Non Alcoholic,18,15,6,108,90,18,8,Sept
88065566460,44072,Orval Q Olinger,Male,Kingston,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Burnett's,Alcoholic,10,7,3,30,21,9,8,Sept
88065566461,44071,Reanna I Hampton,Female,Port Jervis,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Smirnoff,Alcoholic,15,12,7,105,84,21,8,Sept
88065566462,44071,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Jeremiah E Isler,Amir Yusha,Fireball,Alcoholic,15,12,5,75,60,15,8,Sept
88065566463,44072,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Josef I Sergent,Amir Yusha,Faygo,Non Alcoholic,23,20,8,184,160,24,8,Sept
88065566464,44073,Elvis J Stroh,Male,Middletown,Twanna Y Manges,Fenard Store,Reatha O Hansford,Amir Yusha,Green River,Non Alcoholic,9,6,9,81,54,27,8,Sept
88065566465,44074,Bud L Lofgren,Male,Mount,Reatha Q Breazeale,Fenard Store,Anitra F Dedmon,Amir Yusha,Ironport,Non Alcoholic,18,15,2,36,30,6,8,Sept
88065566466,44044,Conrad R Saito,Male,New York,Antone E Angel,Fenard Store,Jeremiah E Isler,Fenad Grek,Suedka,Alcoholic,14,11,5,70,55,15,8,Sept
88065566467,44045,Dorothy Q Gard,Female,Salamanca,Merle N Burrus,Fenard Store,Josef I Sergent,Fenad Grek,Apple Beer,Alcoholic,30,27,7,210,189,21,8,Sept
88065566468,44046,Tiffaney A Schoenberg,Female,Springs,Twanna Y Manges,Fenard Store,Reatha O Hansford,Fenad Grek,Birch Beer,Alcoholic,16,13,7,112,91,21,8,Sept
